,,,,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30,1994,26.2,34,20,13,18,3,15,33,45.5,18,21,11,10,24,58,70,2
GER-Bundesliga,2425,Wolfsburg,Mohamed Amoura,ALG,FW,24,2000,27.4,29,22,14,5,10,14,37,37.8,23,42,2,40,9,38,24,0
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001,19.7,47,35,19,21,7,15,46,32.6,31,31,4,27,32,79,15,2
GER-Bundesliga,2425,Wolfsburg,Ridle Baku,GER,"FW,MF",26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0
GER-Bundesliga,2425,Wolfsburg,Salih Özcan,TUR,MF,26,1998,3.9,2,2,1,0,1,1,5,20.0,4,5,1,4,7,9,5,0
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,25,1999,8.8,9,6,4,4,1,4,8,50.0,4,14,12,2,12,21,36,0
GER-Bundesliga,2425,Wolfsburg,Tiago Tomás,POR,"FW,MF",22,2002,20.9,33,19,15,11,7,15,35,42.9,20,17,4,13,9,42,19,0
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",30,1994,16.9,28,16,13,14,1,11,30,36.7,19,32,8,24,17,45,47,0
ITA-Serie A,2425,Atalanta,Ademola Lookman,NGA,"MF,FW",26,1997,25.0,32,15,9,15,8,11,19,57.9,8,19,0,19,3,35,5,1
ITA-Serie A,2425,Atalanta,Alberto Manzoni,ITA,MF,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Ben Godfrey,ENG,DF,26,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Berat Djimsiti,ALB,DF,31,1993,29.3,53,33,29,23,1,29,40,72.5,11,34,21,13,40,93,141,2
ITA-Serie A,2425,Atalanta,Charles De Ketelaere,BEL,"MF,FW",23,2001,23.0,13,9,2,9,2,4,15,26.7,11,14,3,11,3,16,9,1
ITA-Serie A,2425,Atalanta,Daniel Maldini,ITA,"FW,MF",22,2001,2.9,2,2,0,1,1,1,2,50.0,1,1,0,1,2,4,3,0
ITA-Serie A,2425,Atalanta,Davide Zappacosta,ITA,DF,32,1992,23.0,26,16,15,5,6,20,39,51.3,19,28,6,22,11,37,32,2
ITA-Serie A,2425,Atalanta,Federico Cassa,ITA,"MF,FW",18,2006,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ITA-Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,25,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,20,2003,3.0,8,4,5,3,0,5,9,55.6,4,0,0,0,4,12,7,0
ITA-Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,21,2003,3.1,9,4,4,5,0,2,8,25.0,6,2,0,2,0,9,1,0
ITA-Serie A,2425,Atalanta,Isak Hien,SWE,DF,25,1999,25.9,48,28,27,21,0,27,44,61.4,17,31,18,13,31,79,82,2
ITA-Serie A,2425,Atalanta,Juan Cuadrado,COL,"DF,MF",36,1988,9.2,19,9,9,6,4,11,23,47.8,12,14,2,12,7,26,9,0
ITA-Serie A,2425,Atalanta,Juan Musso,ARG,GK,30,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,22,2002,13.0,21,15,5,7,9,12,25,48.0,13,9,1,8,2,23,6,0
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,24,2000,11.0,18,11,5,9,4,8,10,80.0,2,15,2,13,2,20,6,0
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,26,2
ITA-Serie A,2425,Atalanta,Marco Palestra,ITA,DF,19,2005,2.5,6,4,3,2,1,3,3,100.0,0,4,1,3,2,8,4,0
ITA-Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,29,1995,21.9,26,16,11,13,2,11,26,42.3,15,22,7,15,12,38,28,1
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",33,1991,34.0,74,48,32,38,4,30,66,45.5,36,40,7,33,47,121,67,1
ITA-Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,25,1999,26.5,14,9,0,9,5,3,16,18.8,13,7,0,7,4,18,17,0
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22,2002,19.5,39,24,15,14,10,25,39,64.1,14,30,4,26,22,61,50,1
ITA-Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999,4.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,23,2001,12.5,16,11,8,6,2,6,13,46.2,7,16,6,10,13,29,25,1
ITA-Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,33,1990,5.2,10,5,3,5,2,4,11,36.4,7,8,2,6,8,18,11,0
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,24,2000,26.7,24,14,8,13,3,13,21,61.9,8,12,3,9,18,42,45,0
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993,21.1,41,26,21,20,0,16,30,53.3,14,16,7,9,25,66,53,1
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,27,1997,4.3,18,11,7,8,3,8,9,88.9,1,5,1,4,4,22,13,0
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",20,2004,0.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Atalanta,Éderson,BRA,MF,25,1999,32.0,52,32,19,28,5,22,34,64.7,12,30,6,24,35,87,36,1
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,20,2003,14.2,18,7,2,11,5,6,20,30.0,14,15,1,14,4,22,7,0
ITA-Serie A,2425,Bologna,Charalampos Lykogiannis,GRE,DF,30,1993,11.6,23,14,14,8,1,10,20,50.0,10,10,5,5,11,34,41,1
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,FW,23,2000,23.8,26,19,8,8,10,16,28,57.1,12,23,0,23,9,35,4,0
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,27,1996,7.0,12,8,5,5,2,5,12,41.7,7,4,0,4,3,15,22,1
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,24,2000,12.6,34,21,17,14,3,20,31,64.5,11,19,4,15,10,44,51,1
ITA-Serie A,2425,Bologna,Estanis,ESP,FW,20,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,24,1999,11.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,21,2003,11.4,10,6,1,3,6,7,13,53.8,6,7,2,5,2,12,4,0
ITA-Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",25,1999,21.7,20,14,3,12,5,6,21,28.6,15,19,2,17,9,29,12,1
ITA-Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998,3.3,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0
ITA-Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998,29.0,53,30,23,29,1,29,41,70.7,12,32,14,18,26,79,88,7
ITA-Serie A,2425,Bologna,Juan Miranda,ESP,DF,24,2000,25.3,32,18,11,14,7,14,33,42.4,19,21,3,18,23,55,50,1
ITA-Serie A,2425,Bologna,Kacper Urbanski,POL,MF,19,2004,2.7,5,2,4,0,1,4,6,66.7,2,5,1,4,2,7,5,0
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,24,1999,10.9,24,13,4,14,6,9,16,56.3,7,9,2,7,5,29,9,0
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,36,1988,11.8,11,6,7,1,3,7,16,43.8,9,12,4,8,10,21,32,0
ITA-Serie A,2425,Bologna,Martin Erlic,CRO,DF,26,1998,3.7,2,0,0,2,0,1,2,50.0,1,5,4,1,2,4,9,0
ITA-Serie A,2425,Bologna,Michel Aebischer,SUI,MF,27,1997,8.0,18,13,8,7,3,10,14,71.4,4,4,1,3,7,25,6,0
ITA-Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,23,2000,6.9,16,10,6,7,3,5,10,50.0,5,9,0,9,2,18,2,0
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,26,1998,10.0,11,5,4,6,1,5,10,50.0,5,15,7,8,17,28,43,3
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,26,1998,13.4,35,27,7,21,7,22,33,66.7,11,18,7,11,13,48,18,0
ITA-Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
ITA-Serie A,2425,Bologna,Remo Freuler,SUI,MF,32,1992,35.6,79,40,28,40,11,33,79,41.8,46,38,4,34,38,117,57,1
ITA-Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,27,1997,20.9,16,13,6,6,4,5,11,45.5,6,26,0,26,8,24,10,1
ITA-Serie A,2425,Bologna,Sam Beukema,NED,DF,25,1998,33.5,54,29,27,24,3,22,41,53.7,19,36,21,15,30,84,111,0
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",20,2003,1.3,3,2,1,1,1,0,1,0.0,1,1,0,1,2,5,2,0
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,FW,19,2004,25.5,18,10,4,9,5,6,17,35.3,11,13,2,11,3,21,20,0
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,27,1997,7.9,26,15,12,9,5,15,25,60.0,10,19,4,15,5,31,22,0
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,23,2000,12.8,10,5,0,4,6,3,3,100.0,0,10,1,9,1,11,13,1
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999,13.1,33,19,12,15,6,22,30,73.3,8,16,4,12,14,47,16,0
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,33,1991,26.3,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,13,2
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,DF,21,2002,12.0,31,18,12,17,2,16,27,59.3,11,19,7,12,23,54,48,2
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,26,1997,6.9,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,28,1995,15.9,31,20,11,17,3,10,32,31.3,22,26,12,14,13,44,38,0
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998,23.9,42,23,28,11,3,19,25,76.0,6,26,5,21,17,59,28,0
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,22,2001,18.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,9,1
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",26,1998,2.9,5,3,3,1,1,2,2,100.0,0,2,0,2,1,6,3,0
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,24,1999,34.0,40,23,20,17,3,17,34,50.0,17,42,22,20,23,63,93,1
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24,2000,11.2,11,8,4,6,1,5,15,33.3,10,8,0,8,6,17,8,0
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",34,1990,3.4,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,34,1990,12.0,27,15,16,9,2,15,21,71.4,6,21,11,10,22,49,46,0
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",21,2003,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",35,1988,4.9,1,0,0,1,0,0,0,,0,4,1,3,0,1,3,0
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,27,1997,2.0,1,0,0,1,0,1,1,100.0,0,3,2,1,7,8,6,0
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,MF,20,2003,6.3,10,4,2,7,1,3,11,27.3,8,5,2,3,7,17,10,1
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",23,2001,10.3,17,12,8,7,2,4,11,36.4,7,10,0,10,7,24,7,1
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000,26.8,55,32,16,31,8,15,29,51.7,14,20,5,15,27,82,25,0
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999,30.1,30,14,16,12,2,14,37,37.8,23,11,0,11,19,49,47,2
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",34,1989,14.1,14,7,6,7,1,1,10,10.0,9,5,0,5,3,17,5,0
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994,4.7,11,9,3,6,2,5,9,55.6,4,5,2,3,5,16,11,0
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,23,2001,34.7,13,9,2,6,5,3,12,25.0,9,12,4,8,3,16,31,0
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,28,1996,15.6,22,13,8,11,3,13,25,52.0,12,7,0,7,2,24,20,2
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,27,1996,36.0,48,27,31,16,1,18,28,64.3,10,30,15,15,33,81,161,1
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,29,1994,30.1,49,28,28,17,4,30,43,69.8,13,23,8,15,16,65,109,2
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,DF,29,1994,28.5,66,32,43,21,2,40,52,76.9,12,59,35,24,37,103,163,3
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",22,2002,17.8,10,6,4,3,3,6,19,31.6,13,5,0,5,4,14,4,0
ITA-Serie A,2425,Como,Alberto Cerri,ITA,FW,28,1996,1.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
ITA-Serie A,2425,Como,Alberto Dossena,ITA,DF,25,1998,20.3,33,20,23,8,2,16,28,57.1,12,22,11,11,22,55,89,1
ITA-Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992,19.2,25,11,17,8,0,12,26,46.2,14,12,3,9,14,39,40,2
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994,1.6,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0
ITA-Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",33,1991,4.3,5,2,2,3,0,4,10,40.0,6,7,1,6,3,8,21,1
ITA-Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",20,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",22,2001,18.3,64,47,25,27,12,20,45,44.4,25,18,1,17,12,76,10,0
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,FW,24,1999,6.4,3,2,0,3,0,1,4,25.0,3,3,0,3,1,4,3,0
ITA-Serie A,2425,Como,Andrea Belotti,ITA,FW,30,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0
ITA-Serie A,2425,Como,Assane Diao,SEN,"FW,MF",18,2005,13.9,25,14,9,10,6,12,28,42.9,16,8,1,7,3,28,19,0
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,24,2000,0.6,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,1,0
ITA-Serie A,2425,Como,Daniele Baselli,ITA,MF,32,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
ITA-Serie A,2425,Como,Dele Alli,ENG,MF,28,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,30,1993,28.1,34,21,21,8,5,13,18,72.2,5,21,10,11,33,67,102,3
ITA-Serie A,2425,Como,Emil Audero,IDN,GK,27,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1
ITA-Serie A,2425,Como,Federico Barba,ITA,DF,30,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0
ITA-Serie A,2425,Como,Fellipe Jack,BRA,DF,18,2006,1.9,9,4,8,1,0,3,5,60.0,2,2,2,0,4,13,5,0
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",27,1997,29.1,57,39,20,20,17,21,55,38.2,34,24,2,22,13,70,26,0
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,22,2002,14.0,40,32,27,10,3,24,33,72.7,9,14,5,9,17,57,34,0
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,DF,23,2000,7.0,16,9,8,7,1,9,13,69.2,4,8,2,6,10,26,24,0
ITA-Serie A,2425,Como,Jean Butez,FRA,GK,29,1995,18.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,18,1
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,FW,26,1998,6.0,15,9,4,3,8,6,11,54.5,5,5,1,4,0,15,1,1
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,MF,28,1995,3.7,9,6,4,5,0,5,7,71.4,2,5,2,3,3,12,10,0
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001,29.0,45,25,17,19,9,20,39,51.3,19,18,3,15,17,62,30,1
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,29,1995,29.1,30,20,15,14,1,13,24,54.2,11,35,26,9,33,63,136,4
ITA-Serie A,2425,Como,Marco Sala,ITA,DF,25,1999,2.9,9,6,5,3,1,5,8,62.5,3,2,0,2,1,10,9,0
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,MF,22,2002,3.0,10,4,6,3,1,7,11,63.6,4,3,0,3,2,12,4,1
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,MF,24,2000,12.1,36,21,14,18,4,20,38,52.6,18,15,1,14,7,43,4,1
ITA-Serie A,2425,Como,Máximo Perrone,ARG,MF,21,2003,20.6,38,27,19,14,5,13,38,34.2,25,15,2,13,20,58,43,0
ITA-Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,29,1995,8.0,9,6,5,4,0,7,9,77.8,2,7,4,3,3,12,18,0
ITA-Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",19,2004,29.9,51,33,18,26,7,24,51,47.1,27,49,3,46,21,72,16,0
ITA-Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ITA-Serie A,2425,Como,Patrick Cutrone,ITA,FW,26,1998,22.7,16,11,0,10,6,7,14,50.0,7,11,0,11,5,21,7,0
ITA-Serie A,2425,Como,Pepe Reina,ESP,GK,41,1982,11.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,2
ITA-Serie A,2425,Como,Sergi Roberto,ESP,MF,32,1992,7.7,14,8,5,5,4,5,7,71.4,2,7,1,6,9,23,14,0
ITA-Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992,1.3,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,2,0
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,12.9,30,12,13,13,4,16,27,59.3,11,13,6,7,11,41,27,0
ITA-Serie A,2425,Como,Álex Valle,ESP,DF,20,2004,11.4,26,12,12,12,2,15,21,71.4,6,13,2,11,8,34,42,0
ITA-Serie A,2425,Empoli,Alberto Grassi,ITA,MF,29,1995,24.5,39,21,16,18,5,14,22,63.6,8,22,12,10,33,72,43,1
ITA-Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,27,1996,27.9,30,23,21,9,0,16,20,80.0,4,35,24,11,56,86,249,3
ITA-Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",26,1997,5.6,5,4,0,3,2,2,4,50.0,2,4,2,2,0,5,4,0
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,4
ITA-Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002,2.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0
ITA-Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30,1994,35.7,52,29,32,14,6,24,38,63.2,14,27,9,18,11,63,77,0
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,22,2001,12.4,29,13,9,14,6,9,18,50.0,9,18,3,15,13,42,20,0
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,FW,36,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",26,1997,32.0,55,31,28,17,10,29,57,50.9,28,32,8,24,15,70,110,2
ITA-Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",18,2006,1.3,4,2,4,0,0,2,3,66.7,1,3,2,1,0,4,1,0
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,21,2003,15.4,32,19,11,16,5,13,23,56.5,10,13,1,12,6,38,24,0
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",27,1996,4.3,14,10,3,6,5,11,11,100.0,0,3,0,3,2,16,5,0
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,MF,28,1996,26.0,42,22,17,22,3,22,53,41.5,31,19,5,14,15,57,42,0
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,24.8,37,25,20,13,4,22,31,71.0,9,26,9,17,22,59,59,0
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,24.8,31,14,7,16,8,7,21,33.3,14,33,2,31,2,33,16,1
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,18,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004,11.9,28,12,17,11,0,11,19,57.9,8,16,8,8,19,47,63,1
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,1
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,31,1992,8.5,18,13,10,8,0,14,17,82.4,3,10,3,7,8,26,35,1
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,DF,22,2002,28.6,65,45,42,20,3,34,52,65.4,18,41,18,23,48,113,128,4
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,MF,28,1996,3.2,11,8,4,5,2,5,9,55.6,4,2,1,1,4,15,6,0
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,8.4,7,4,0,6,1,3,6,50.0,3,0,0,0,2,9,8,0
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,MF,28,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,23,2001,4.6,7,2,0,6,1,2,4,50.0,2,2,0,2,0,7,3,0
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004,28.2,64,37,36,25,3,25,51,49.0,26,36,17,19,33,97,97,3
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2.0,1,0,1,0,0,0,1,0.0,1,3,3,0,1,2,15,0
ITA-Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,25.9,57,29,15,31,11,18,35,51.4,17,20,2,18,12,69,14,0
ITA-Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,26,1997,1.2,6,4,2,4,0,4,4,100.0,0,3,0,3,1,7,2,0
ITA-Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,16,2008,0.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",28,1995,0.8,3,2,1,2,0,1,1,100.0,0,1,0,1,2,5,0,0
ITA-Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,28,1996,0.9,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
ITA-Serie A,2425,Empoli,Youssef Maleh,MAR,MF,25,1998,16.8,45,23,17,23,5,17,34,50.0,17,25,6,19,16,61,25,0
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,14.1,9,5,2,4,3,7,17,41.2,10,5,0,5,6,15,9,1
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,21,2002,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,22,2002,11.4,30,13,13,15,2,9,21,42.9,12,14,1,13,6,36,29,1
ITA-Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",25,1999,15.9,15,9,5,7,3,4,12,33.3,8,7,0,7,8,23,10,0
ITA-Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,29,1994,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0
ITA-Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004,4.5,4,1,2,1,1,2,10,20.0,8,5,1,4,2,6,7,1
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",26,1997,6.9,13,8,4,4,5,0,3,0.0,3,3,1,2,2,15,10,0
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,31,1992,4.8,4,4,1,3,0,2,7,28.6,5,2,0,2,4,8,11,0
