league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,carries_carries,carries_totdist,carries_prgdist,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third
ENG-Premier League,2425,Bournemouth,Illia Zabarnyi,UKR,Defender,21.0,2002.0,36,35,3109,34.5,0,1,1,0,0,0,4,1,1.3,1.3,0.7,2.0,27,140,4,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,2062.0,234.0,929.0,1078.0,77.0,16.0,2062.0,1282.0,8351.0,4948.0,52.0,36.0,31.0,20.0,1.0
ENG-Premier League,2425,Bournemouth,James Hill,ENG,Defender,22.0,2002.0,10,6,448,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,3,16,8,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,319.0,19.0,99.0,167.0,54.0,8.0,319.0,146.0,552.0,295.0,15.0,8.0,6.0,6.0,3.0
ENG-Premier League,2425,Bournemouth,Julian Araujo,MEX,Defender,22.0,2001.0,12,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,275.0,20.0,90.0,136.0,55.0,2.0,275.0,126.0,482.0,258.0,10.0,5.0,4.0,6.0,0.0
ENG-Premier League,2425,Bournemouth,Julio Soler,ARG,Defender/Forward,19.0,2005.0,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,6.0,8.0,0.0,17.0,12.0,30.0,8.0,1.0,1.0,1.0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Justin Kluivert,NED,Midfielder,25.0,1999.0,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,0.46,0.23,0.69,0.23,0.46,0.4,0.19,0.58,0.22,0.4,1086.0,24.0,99.0,366.0,641.0,134.0,1080.0,646.0,4198.0,2364.0,23.0,11.0,4.0,11.0,8.0
ENG-Premier League,2425,Bournemouth,Kepa Arrizabalaga,ESP,Goalkeeper,29.0,1994.0,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,800.0,1057.0,29.0,1.0,1.0,1087.0,621.0,3129.0,1797.0,1.0,0.0,1.0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Lewis Cook,ENG,Midfielder/Defender,27.0,1997.0,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15,1900.0,87.0,440.0,1010.0,470.0,20.0,1900.0,825.0,4125.0,2159.0,81.0,42.0,41.0,36.0,4.0
ENG-Premier League,2425,Bournemouth,Luis Sinisterra,COL,Forward/Midfielder,25.0,1999.0,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.0,0.46,1.0,155.0,7.0,18.0,41.0,96.0,23.0,155.0,95.0,744.0,393.0,7.0,2.0,3.0,2.0,2.0
ENG-Premier League,2425,Bournemouth,Marcos Senesi,ARG,Defender,27.0,1997.0,17,13,1106,12.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,62,7,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,889.0,73.0,391.0,427.0,82.0,16.0,889.0,554.0,2862.0,1677.0,39.0,21.0,23.0,14.0,2.0
ENG-Premier League,2425,Bournemouth,Marcus Tavernier,ENG,Forward/Midfielder,25.0,1999.0,29,20,1939,21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,1196.0,20.0,135.0,468.0,622.0,58.0,1196.0,705.0,4335.0,2068.0,43.0,24.0,15.0,19.0,9.0
ENG-Premier League,2425,Bournemouth,Mark Travers,IRL,Goalkeeper,25.0,1999.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,144.0,159.0,3.0,0.0,0.0,162.0,85.0,426.0,188.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Max Aarons,ENG,Defender,24.0,2000.0,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,19.0,40.0,15.0,0.0,73.0,41.0,152.0,68.0,2.0,2.0,1.0,1.0,0.0
ENG-Premier League,2425,Bournemouth,Milos Kerkez,HUN,Defender,20.0,2003.0,38,38,3336,37.1,2,5,7,2,0,0,4,0,0.6,0.5,3.9,4.4,106,159,197,0.05,0.13,0.19,0.05,0.19,0.02,0.1,0.12,0.01,0.12,2158.0,112.0,552.0,900.0,731.0,69.0,2158.0,1094.0,6388.0,3711.0,52.0,26.0,25.0,20.0,7.0
ENG-Premier League,2425,Bournemouth,Neto,BRA,Goalkeeper,35.0,1989.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,70.0,0.0,0.0,0.0,70.0,35.0,148.0,99.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Philip Billing,DEN,Midfielder,28.0,1996.0,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,148.0,5.0,20.0,72.0,57.0,12.0,148.0,58.0,254.0,163.0,14.0,5.0,7.0,6.0,1.0
ENG-Premier League,2425,Bournemouth,Remy Rees-Dottin,ENG,Forward,18.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Ryan Christie,SCO,Midfielder,29.0,1995.0,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,1376.0,74.0,256.0,773.0,372.0,46.0,1376.0,726.0,3802.0,1773.0,54.0,33.0,19.0,27.0,8.0
ENG-Premier League,2425,Bournemouth,Tyler Adams,USA,Midfielder,25.0,1999.0,28,21,1965,21.8,0,3,3,0,0,0,7,0,1.6,1.6,1.0,2.6,14,76,10,0.0,0.14,0.14,0.0,0.14,0.07,0.05,0.12,0.07,0.12,1337.0,62.0,349.0,779.0,224.0,18.0,1337.0,663.0,3337.0,1447.0,83.0,50.0,26.0,49.0,8.0
ENG-Premier League,2425,Bournemouth,Zain Silcott-Duberry,MSR,Forward,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0
ENG-Premier League,2425,Brentford,Ben Mee,ENG,Defender,34.0,1989.0,7,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,18.0,66.0,62.0,11.0,3.0,138.0,78.0,404.0,274.0,2.0,2.0,0.0,2.0,0.0
ENG-Premier League,2425,Brentford,Bryan Mbeumo,CMR,Forward,24.0,1999.0,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,0.53,0.18,0.71,0.4,0.58,0.32,0.22,0.54,0.2,0.42,1781.0,62.0,246.0,567.0,998.0,168.0,1775.0,1077.0,6721.0,3519.0,49.0,31.0,18.0,15.0,16.0
ENG-Premier League,2425,Brentford,Christian Nørgaard,DEN,Midfielder,30.0,1994.0,34,34,2819,31.3,5,4,9,5,0,0,8,1,4.3,4.3,1.3,5.6,14,154,42,0.16,0.13,0.29,0.16,0.29,0.14,0.04,0.18,0.14,0.18,1802.0,176.0,613.0,855.0,350.0,57.0,1802.0,826.0,3115.0,1391.0,79.0,49.0,37.0,35.0,7.0
ENG-Premier League,2425,Brentford,Edmond-Paris Maghoma,ENG,Midfielder/Forward,23.0,2001.0,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,101.0,2.0,18.0,58.0,27.0,4.0,101.0,68.0,414.0,221.0,2.0,1.0,0.0,2.0,0.0
ENG-Premier League,2425,Brentford,Ethan Pinnock,JAM,Defender,31.0,1993.0,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,1348.0,294.0,783.0,457.0,109.0,24.0,1348.0,633.0,3117.0,1633.0,35.0,19.0,15.0,16.0,4.0
ENG-Premier League,2425,Brentford,Fabio Carvalho,POR,Forward/Midfielder,21.0,2002.0,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62,247.0,4.0,44.0,91.0,113.0,22.0,247.0,137.0,698.0,356.0,13.0,9.0,4.0,4.0,5.0
ENG-Premier League,2425,Brentford,Frank Onyeka,NGA,Midfielder,26.0,1998.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,4.0,0.0,10.0,6.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Gustavo Nunes,BRA,Forward/Midfielder,18.0,2005.0,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,2.0,1.0,7.0,1.0,16.0,11.0,3.0,2.0,2.0,0.0,1.0
ENG-Premier League,2425,Brentford,Hákon Rafn Valdimarsson,ISL,Goalkeeper,22.0,2001.0,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,60.0,71.0,1.0,0.0,0.0,72.0,44.0,191.0,80.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Jayden Meghoma,ENG,Defender,18.0,2006.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Keane Lewis-Potter,ENG,Defender/Forward,23.0,2001.0,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18,1613.0,102.0,504.0,625.0,505.0,74.0,1613.0,868.0,6085.0,3211.0,49.0,27.0,26.0,16.0,7.0
ENG-Premier League,2425,Brentford,Kevin Schade,GER,Forward,22.0,2001.0,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,883.0,43.0,154.0,238.0,507.0,146.0,883.0,434.0,3086.0,1357.0,39.0,25.0,17.0,10.0,12.0
ENG-Premier League,2425,Brentford,Kim Jisoo,KOR,Defender,19.0,2004.0,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,15.0,12.0,3.0,0.0,30.0,15.0,57.0,22.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,Defender,26.0,1998.0,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,795.0,53.0,265.0,368.0,168.0,38.0,795.0,387.0,2098.0,1180.0,26.0,18.0,14.0,11.0,1.0
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,Defender,25.0,1999.0,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,645.0,49.0,234.0,268.0,146.0,20.0,645.0,352.0,1630.0,858.0,18.0,8.0,14.0,3.0,1.0
ENG-Premier League,2425,Brentford,Mark Flekken,NED,Goalkeeper,31.0,1993.0,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01,1824.0,1436.0,1777.0,52.0,0.0,0.0,1824.0,1122.0,5725.0,3253.0,4.0,4.0,4.0,0.0,0.0
ENG-Premier League,2425,Brentford,Mathias Jensen,DEN,Midfielder,28.0,1996.0,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2,573.0,27.0,126.0,243.0,207.0,9.0,573.0,300.0,1296.0,598.0,14.0,10.0,6.0,6.0,2.0
ENG-Premier League,2425,Brentford,Michael Kayode,ITA,Defender,20.0,2004.0,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,313.0,23.0,101.0,121.0,97.0,13.0,313.0,144.0,944.0,500.0,17.0,11.0,12.0,5.0,0.0
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,Midfielder/Forward,24.0,2000.0,38,34,2911,32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,1883.0,36.0,331.0,863.0,713.0,76.0,1883.0,1076.0,5883.0,3075.0,83.0,44.0,27.0,29.0,27.0
ENG-Premier League,2425,Brentford,Nathan Collins,IRL,Defender,23.0,2001.0,38,38,3420,38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,2435.0,385.0,1275.0,1002.0,169.0,69.0,2435.0,1289.0,6994.0,4130.0,40.0,24.0,23.0,12.0,5.0
ENG-Premier League,2425,Brentford,Rico Henry,ENG,Defender,27.0,1997.0,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,22.0,29.0,16.0,1.0,66.0,30.0,149.0,60.0,2.0,2.0,1.0,0.0,1.0
ENG-Premier League,2425,Brentford,Ryan Trevitt,ENG,Midfielder,21.0,2003.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,1.0,0.0,7.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0
ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,Defender,22.0,2001.0,31,29,2586,28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,12,79,28,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,1605.0,282.0,819.0,621.0,169.0,48.0,1605.0,737.0,3762.0,1974.0,39.0,24.0,25.0,10.0,4.0
ENG-Premier League,2425,Brentford,Thiago,BRA,Forward/Midfielder,23.0,2001.0,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,83.0,7.0,15.0,34.0,36.0,4.0,83.0,45.0,159.0,53.0,5.0,3.0,2.0,1.0,2.0
ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,Midfielder,26.0,1998.0,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,1289.0,118.0,418.0,574.0,306.0,32.0,1289.0,651.0,3005.0,1278.0,38.0,22.0,14.0,13.0,11.0
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,Midfielder,20.0,2004.0,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.6,0.6,0.9,1.5,15,63,47,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,960.0,61.0,277.0,501.0,203.0,15.0,960.0,520.0,2790.0,908.0,49.0,28.0,21.0,21.0,7.0
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,Forward,27.0,1996.0,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,925.0,34.0,136.0,376.0,432.0,163.0,925.0,550.0,3469.0,1662.0,22.0,12.0,6.0,8.0,8.0
ENG-Premier League,2425,Brentford,Yunus Emre Konak,TUR,Forward/Midfielder,18.0,2006.0,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,53.0,0.0,9.0,27.0,17.0,0.0,53.0,17.0,67.0,41.0,4.0,4.0,0.0,4.0,0.0
ENG-Premier League,2425,Brighton,Adam Webster,ENG,Defender,29.0,1995.0,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,824.0,119.0,389.0,399.0,43.0,15.0,824.0,476.0,2600.0,1475.0,10.0,6.0,5.0,4.0,1.0
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,Goalkeeper,21.0,2002.0,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1406.0,1109.0,1392.0,14.0,0.0,0.0,1406.0,955.0,3507.0,1804.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Billy Gilmour,SCO,Midfielder,23.0,2001.0,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,73.0,2.0,14.0,46.0,13.0,0.0,73.0,44.0,210.0,117.0,3.0,3.0,2.0,1.0,0.0
ENG-Premier League,2425,Brighton,Brajan Gruda,GER,Midfielder/Forward,20.0,2004.0,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,344.0,4.0,38.0,120.0,192.0,46.0,344.0,202.0,1447.0,662.0,16.0,8.0,6.0,6.0,4.0
ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,Midfielder,20.0,2004.0,34,31,2661,29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15,1697.0,94.0,410.0,994.0,339.0,12.0,1697.0,971.0,5692.0,2810.0,79.0,46.0,26.0,37.0,16.0
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,Forward,33.0,1990.0,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,726.0,18.0,58.0,318.0,356.0,102.0,725.0,448.0,2065.0,890.0,26.0,16.0,6.0,15.0,5.0
ENG-Premier League,2425,Brighton,Diego Gómez,PAR,Midfielder,21.0,2003.0,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,403.0,21.0,87.0,212.0,109.0,10.0,403.0,193.0,746.0,365.0,21.0,13.0,11.0,8.0,2.0
ENG-Premier League,2425,Brighton,Eiran Cashin,IRL,Defender,22.0,2001.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,10.0,20.0,2.0,0.0,32.0,21.0,133.0,99.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,Forward,19.0,2004.0,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,88.0,7.0,13.0,50.0,26.0,9.0,88.0,42.0,183.0,56.0,4.0,3.0,0.0,3.0,1.0
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,TUR,Defender/Midfielder,24.0,1999.0,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14,231.0,13.0,71.0,91.0,72.0,9.0,231.0,124.0,479.0,183.0,10.0,6.0,4.0,5.0,1.0
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,Midfielder/Forward,22.0,2002.0,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,641.0,20.0,83.0,246.0,326.0,79.0,641.0,361.0,2467.0,1405.0,39.0,15.0,13.0,18.0,8.0
ENG-Premier League,2425,Brighton,Harry Howell,ENG,Forward,15.0,2008.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,7.0,4.0,3.0,12.0,9.0,48.0,8.0,1.0,1.0,1.0,0.0,0.0
ENG-Premier League,2425,Brighton,Igor,BRA,Defender,26.0,1998.0,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,816.0,109.0,385.0,381.0,54.0,1.0,816.0,530.0,2962.0,1837.0,5.0,5.0,2.0,2.0,1.0
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,Midfielder/Defender,19.0,2005.0,26,22,1842,20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21,1199.0,50.0,322.0,560.0,323.0,35.0,1199.0,590.0,2435.0,1189.0,27.0,19.0,8.0,10.0,9.0
ENG-Premier League,2425,Brighton,Jakub Moder,POL,Midfielder,25.0,1999.0,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,27.0,2.0,7.0,12.0,9.0,1.0,27.0,13.0,93.0,62.0,1.0,0.0,1.0,0.0,0.0
ENG-Premier League,2425,Brighton,James Milner,ENG,Midfielder,38.0,1986.0,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,93.0,3.0,13.0,49.0,31.0,4.0,93.0,47.0,223.0,97.0,5.0,2.0,1.0,3.0,1.0
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,Defender,24.0,2000.0,34,33,2958,32.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.8,55,228,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,2589.0,272.0,1094.0,1350.0,166.0,33.0,2589.0,1715.0,10633.0,7191.0,45.0,29.0,24.0,19.0,2.0
ENG-Premier League,2425,Brighton,Jason Steele,ENG,Goalkeeper,33.0,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,107.0,114.0,0.0,0.0,0.0,114.0,91.0,361.0,151.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,ECU,Midfielder,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,2.0,0.0,8.0,6.0,61.0,10.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,João Pedro,BRA,Forward/Midfielder,22.0,2001.0,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,940.0,12.0,60.0,387.0,508.0,122.0,935.0,616.0,3821.0,1821.0,16.0,12.0,6.0,6.0,4.0
ENG-Premier League,2425,Brighton,Joël Veltman,NED,Defender,32.0,1992.0,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,1133.0,65.0,332.0,558.0,253.0,10.0,1133.0,548.0,2917.0,1521.0,43.0,29.0,24.0,16.0,3.0
ENG-Premier League,2425,Brighton,Julio Enciso,PAR,Midfielder/Forward,20.0,2004.0,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,202.0,2.0,17.0,72.0,116.0,20.0,202.0,114.0,678.0,386.0,0.0,0.0,0.0,0.0,0.0
