,,,,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,22,2002,13.0,3,0,0,19,10,1,60,2,15,0,0,0,50,4,23,14.8
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,24,2000,11.0,1,0,0,22,9,2,18,2,11,0,0,0,50,12,10,54.5
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34.0,1,0,0,0,5,0,0,0,0,0,0,0,57,7,0,100.0
ITA-Serie A,2425,Atalanta,Marco Palestra,ITA,DF,19,2005,2.5,0,0,0,1,10,1,12,2,4,0,0,0,7,2,2,50.0
ITA-Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,29,1995,21.9,1,0,0,19,10,2,11,12,16,0,0,0,112,30,29,50.8
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",33,1991,34.0,5,0,0,48,22,1,28,47,48,0,0,0,140,46,29,61.3
ITA-Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,25,1999,26.5,3,0,0,32,34,6,15,4,9,2,0,0,69,51,68,42.9
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22,2002,19.5,2,0,0,12,5,2,82,22,24,0,0,0,124,23,15,60.5
ITA-Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24,2000,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999,4.0,4,0,0,9,17,0,4,1,0,0,0,0,11,4,5,44.4
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,23,2001,12.5,1,0,0,15,6,1,3,13,11,0,0,0,62,23,17,57.5
ITA-Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,33,1990,5.2,1,0,0,6,2,0,2,8,5,0,0,0,33,9,1,90.0
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,24,2000,26.7,3,0,0,15,34,0,156,18,14,0,0,0,117,23,23,50.0
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993,21.1,7,0,0,38,20,3,10,25,26,0,0,1,135,34,26,56.7
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,27,1997,4.3,0,0,0,11,0,0,5,4,11,0,0,0,22,4,6,40.0
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",20,2004,0.7,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0.0
ITA-Serie A,2425,Atalanta,Éderson,BRA,MF,25,1999,32.0,5,1,1,31,53,0,23,35,32,0,0,0,186,53,36,59.6
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,20,2003,14.2,0,0,0,10,31,4,11,4,7,0,0,0,62,2,21,8.7
ITA-Serie A,2425,Bologna,Charalampos Lykogiannis,GRE,DF,30,1993,11.6,3,0,0,10,7,2,106,11,14,0,0,0,35,26,13,66.7
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,FW,23,2000,23.8,4,0,0,23,101,13,44,9,19,1,0,0,89,14,21,40.0
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,27,1996,7.0,3,0,0,7,5,0,17,3,8,0,0,0,30,9,9,50.0
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,24,2000,12.6,3,0,0,16,24,1,40,10,21,1,0,0,47,31,20,60.8
ITA-Serie A,2425,Bologna,Estanis,ESP,FW,20,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,24,1999,11.7,0,0,0,0,4,0,0,0,0,0,0,0,16,4,0,100.0
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,21,2003,11.4,2,0,0,21,22,1,9,2,6,0,0,0,31,19,35,35.2
ITA-Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",25,1999,21.7,1,0,0,42,44,4,24,9,14,0,0,0,70,43,62,41.0
ITA-Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998,3.3,1,0,0,6,4,1,4,0,0,0,0,0,8,2,4,33.3
ITA-Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998,29.0,8,1,0,22,16,0,4,26,30,0,1,0,176,45,45,50.0
ITA-Serie A,2425,Bologna,Juan Miranda,ESP,DF,24,2000,25.3,4,1,0,26,33,2,211,23,18,0,0,0,97,36,33,52.2
ITA-Serie A,2425,Bologna,Kacper Urbanski,POL,MF,19,2004,2.7,2,0,0,5,4,0,8,2,2,0,0,0,16,2,8,20.0
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,24,1999,10.9,0,0,0,27,20,1,18,5,13,0,0,0,28,16,14,53.3
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,36,1988,11.8,1,0,0,17,8,1,23,10,6,0,0,0,26,12,16,42.9
ITA-Serie A,2425,Bologna,Martin Erlic,CRO,DF,26,1998,3.7,0,0,0,7,7,0,0,2,0,1,0,0,11,10,9,52.6
ITA-Serie A,2425,Bologna,Michel Aebischer,SUI,MF,27,1997,8.0,2,0,0,16,16,0,14,7,13,0,0,0,35,5,9,35.7
ITA-Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,23,2000,6.9,0,0,0,9,34,0,47,2,10,1,0,0,29,3,8,27.3
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,26,1998,10.0,1,0,0,23,8,0,0,17,5,0,0,1,43,32,23,58.2
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,26,1998,13.4,1,0,0,22,9,0,33,13,27,0,0,0,73,17,16,51.5
ITA-Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001,0.2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,
ITA-Serie A,2425,Bologna,Remo Freuler,SUI,MF,32,1992,35.6,6,0,0,47,18,1,19,38,40,0,0,0,146,28,28,50.0
ITA-Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,27,1997,20.9,2,0,0,27,46,12,70,8,13,0,0,0,65,23,19,54.8
ITA-Serie A,2425,Bologna,Sam Beukema,NED,DF,25,1998,33.5,1,0,0,28,36,2,8,30,29,0,1,0,135,93,71,56.7
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",20,2003,1.3,0,0,0,2,1,0,9,2,2,0,0,0,8,0,3,0.0
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,FW,19,2004,25.5,7,0,0,49,52,9,8,3,10,0,0,1,69,37,68,35.2
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,27,1997,7.9,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,23,2000,12.8,1,0,0,24,17,8,3,1,5,1,0,0,35,41,36,53.2
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999,13.1,6,2,1,33,14,0,8,14,19,1,0,0,45,14,16,46.7
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,33,1991,26.3,1,0,0,1,4,0,0,0,0,0,1,0,47,2,1,66.7
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,DF,21,2002,12.0,4,0,0,22,7,0,11,23,18,0,0,0,59,25,22,53.2
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,26,1997,6.9,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,28,1995,15.9,6,0,0,32,11,0,14,13,20,0,0,0,68,37,29,56.1
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998,23.9,4,1,1,27,15,0,7,17,23,0,1,0,109,4,18,18.2
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,22,2001,18.0,0,0,0,0,6,0,0,0,0,0,0,0,16,4,0,100.0
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",26,1998,2.9,2,0,0,8,9,0,2,1,3,0,0,0,12,4,2,66.7
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,24,1999,34.0,4,0,0,25,18,0,72,23,23,0,0,0,123,21,27,43.8
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24,2000,11.2,0,0,0,16,13,4,24,6,8,0,0,0,34,10,20,33.3
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",34,1990,3.4,1,0,0,9,1,1,3,0,0,0,0,0,5,11,8,57.9
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,34,1990,12.0,3,0,0,11,2,0,0,22,15,0,1,0,50,16,12,57.1
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",21,2003,1.4,0,0,0,7,1,0,1,0,0,0,0,0,6,3,4,42.9
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",35,1988,4.9,5,0,0,25,7,7,0,0,0,0,0,0,9,56,44,56.0
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,27,1997,2.0,1,0,0,4,0,0,0,7,0,0,1,0,11,2,7,22.2
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,MF,20,2003,6.3,1,0,0,8,6,0,5,7,4,0,0,0,24,1,6,14.3
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",23,2001,10.3,1,0,0,18,17,4,25,7,12,0,1,0,51,7,10,41.2
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000,26.8,5,1,1,29,16,0,8,27,32,0,0,0,135,29,24,54.7
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999,30.1,2,0,0,33,22,1,119,19,14,0,1,0,96,17,30,36.2
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",34,1989,14.1,2,0,0,20,34,8,79,3,7,0,0,0,52,21,24,46.7
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,23,2001,34.7,6,0,0,60,54,23,8,3,9,2,0,0,54,110,147,42.8
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,28,1996,15.6,4,0,0,25,13,0,77,2,13,0,0,0,70,9,17,34.6
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,27,1996,36.0,4,0,0,23,20,1,8,33,27,0,1,0,139,61,54,53.0
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996,13.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,29,1994,30.1,3,0,0,15,11,3,207,16,28,0,0,0,135,49,22,69.0
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,DF,29,1994,28.5,6,1,1,40,58,2,1,37,32,0,0,0,158,94,50,65.3
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",22,2002,17.8,2,0,0,38,51,11,65,4,6,0,0,0,50,6,17,26.1
ITA-Serie A,2425,Como,Alberto Cerri,ITA,FW,28,1996,1.0,0,0,0,3,1,2,0,0,0,0,0,0,3,4,4,50.0
ITA-Serie A,2425,Como,Alberto Dossena,ITA,DF,25,1998,20.3,1,1,0,22,16,0,1,22,20,0,2,0,68,59,24,71.1
ITA-Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992,19.2,4,0,0,17,14,1,49,14,11,0,0,0,74,11,20,35.5
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994,1.6,1,0,0,6,4,1,1,0,0,0,0,0,12,3,11,21.4
ITA-Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",33,1991,4.3,2,0,0,5,6,0,17,3,2,0,0,0,16,2,7,22.2
ITA-Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",20,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
ITA-Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",22,2001,18.3,2,1,0,40,50,14,39,12,47,0,0,0,95,11,15,42.3
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,FW,24,1999,6.4,1,0,0,13,17,1,2,1,2,0,0,0,11,8,19,29.6
ITA-Serie A,2425,Como,Andrea Belotti,ITA,FW,30,1993,6.6,1,0,0,9,19,5,5,1,5,0,0,0,17,18,26,40.9
ITA-Serie A,2425,Como,Assane Diao,SEN,"FW,MF",18,2005,13.9,2,0,0,20,49,6,12,3,14,0,0,0,41,16,34,32.0
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,24,2000,0.6,1,0,0,1,1,0,0,1,2,0,0,0,7,0,1,0.0
ITA-Serie A,2425,Como,Daniele Baselli,ITA,MF,32,1992,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0
ITA-Serie A,2425,Como,Dele Alli,ENG,MF,28,1996,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,30,1993,28.1,12,1,1,44,36,4,9,33,21,0,0,0,74,52,35,59.8
ITA-Serie A,2425,Como,Emil Audero,IDN,GK,27,1997,8.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7
ITA-Serie A,2425,Como,Federico Barba,ITA,DF,30,1993,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5
ITA-Serie A,2425,Como,Fellipe Jack,BRA,DF,18,2006,1.9,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",27,1997,29.1,5,0,0,46,71,2,123,13,39,0,0,0,108,10,24,29.4
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,22,2002,14.0,3,0,0,21,15,0,20,17,32,0,0,0,59,18,15,54.5
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,DF,23,2000,7.0,2,0,0,11,5,0,4,10,9,0,1,0,27,11,10,52.4
ITA-Serie A,2425,Como,Jean Butez,FRA,GK,29,1995,18.5,0,0,0,1,2,0,0,0,0,0,1,0,43,6,0,100.0
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,FW,26,1998,6.0,1,0,0,3,7,2,1,0,9,0,0,0,18,4,1,80.0
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,MF,28,1995,3.7,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25.0
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001,29.0,4,0,0,21,29,1,102,17,25,0,0,0,157,16,25,39.0
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,29,1995,29.1,6,1,1,21,20,0,4,33,20,0,0,0,106,108,39,73.5
ITA-Serie A,2425,Como,Marco Sala,ITA,DF,25,1999,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,MF,22,2002,3.0,3,1,1,10,5,0,0,2,4,0,0,0,8,1,4,20.0
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,MF,24,2000,12.1,4,0,0,17,11,1,16,7,21,0,0,0,69,3,10,23.1
ITA-Serie A,2425,Como,Máximo Perrone,ARG,MF,21,2003,20.6,6,0,0,26,13,0,4,20,27,0,0,0,96,11,14,44.0
ITA-Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,29,1995,8.0,2,0,0,8,2,1,26,3,6,0,0,0,28,6,6,50.0
ITA-Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",19,2004,29.9,6,0,0,47,33,2,41,21,33,0,1,0,118,31,23,57.4
ITA-Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Como,Patrick Cutrone,ITA,FW,26,1998,22.7,1,0,0,23,28,20,30,5,11,1,0,0,54,23,66,25.8
ITA-Serie A,2425,Como,Pepe Reina,ESP,GK,41,1982,11.5,0,1,0,1,1,0,0,0,0,0,0,0,11,1,0,100.0
ITA-Serie A,2425,Como,Sergi Roberto,ESP,MF,32,1992,7.7,4,0,0,7,14,0,6,9,8,0,2,0,48,7,9,43.8
ITA-Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,12.9,4,0,0,21,20,1,1,11,12,0,0,0,62,11,9,55.0
ITA-Serie A,2425,Como,Álex Valle,ESP,DF,20,2004,11.4,2,0,0,14,18,1,16,8,12,0,0,0,51,6,15,28.6
ITA-Serie A,2425,Empoli,Alberto Grassi,ITA,MF,29,1995,24.5,8,0,0,28,34,1,10,33,21,1,0,0,124,29,21,58.0
ITA-Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,27,1996,27.9,3,0,0,21,29,0,0,56,23,0,0,0,83,77,54,58.8
ITA-Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",26,1997,5.6,0,0,0,7,15,2,2,0,4,0,0,0,18,48,24,66.7
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,2,0,0,1,4,0,0,0,0,0,1,0,43,8,1,88.9
ITA-Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2
ITA-Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30,1994,35.7,5,0,0,56,21,14,37,11,29,0,0,1,135,43,68,38.7
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,22,2001,12.4,3,0,0,24,19,0,17,13,13,0,1,0,65,9,15,37.5
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,FW,36,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",26,1997,32.0,7,0,0,49,33,6,178,15,31,0,1,0,88,36,19,65.5
ITA-Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",18,2006,1.3,0,0,0,5,2,0,1,0,2,0,0,0,3,5,8,38.5
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,21,2003,15.4,1,1,0,23,32,4,32,6,19,0,0,0,70,19,24,44.2
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",27,1996,4.3,0,0,0,6,9,0,28,2,10,0,0,0,18,7,7,50.0
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,MF,28,1996,26.0,10,0,0,83,23,2,98,15,22,0,0,0,89,13,20,39.4
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,24.8,6,0,0,27,17,5,102,22,25,0,0,0,98,41,51,44.6
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,24.8,5,1,1,46,41,6,10,2,14,0,0,0,73,53,121,30.5
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,18,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004,11.9,0,1,0,11,5,0,7,19,12,0,0,0,43,28,33,45.9
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,31,1992,8.5,0,0,0,8,5,0,7,8,13,0,0,0,27,6,2,75.0
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,DF,22,2002,28.6,3,0,0,30,29,1,0,48,45,0,0,0,97,61,52,54.0
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,MF,28,1996,3.2,1,0,0,11,3,0,0,4,8,0,0,0,19,3,5,37.5
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,8.4,2,0,0,8,2,2,7,2,4,0,0,0,19,9,19,32.1
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,MF,28,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,23,2001,4.6,2,0,0,10,5,1,3,0,2,0,0,0,15,3,20,13.0
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004,28.2,3,1,0,26,34,1,5,33,37,0,0,0,108,28,54,34.1
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5
ITA-Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,25.9,1,0,0,47,56,10,55,12,29,2,0,0,106,26,56,31.7
ITA-Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,26,1997,1.2,0,0,0,2,1,0,0,1,4,0,0,0,10,0,0,
ITA-Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,16,2008,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.0
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",28,1995,0.8,0,0,0,0,2,0,2,2,2,0,0,0,6,3,2,60.0
ITA-Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,28,1996,0.9,0,0,0,2,2,0,1,0,1,0,0,0,3,3,3,50.0
ITA-Serie A,2425,Empoli,Youssef Maleh,MAR,MF,25,1998,16.8,5,1,1,32,29,1,16,16,23,0,0,0,96,9,18,33.3
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,14.1,2,0,0,13,18,3,24,6,5,1,0,0,53,4,12,25.0
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,21,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,22,2002,11.4,6,0,0,30,19,1,5,6,13,0,0,0,51,19,16,54.3
ITA-Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",25,1999,15.9,1,0,0,21,24,1,33,8,9,0,0,0,46,10,15,40.0
ITA-Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,29,1994,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
ITA-Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004,4.5,1,0,0,6,7,0,7,2,1,0,0,0,20,14,14,50.0
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",26,1997,6.9,1,0,0,13,14,2,6,2,8,0,0,0,20,29,19,60.4
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,31,1992,4.8,1,0,0,4,7,0,30,4,4,0,0,0,10,2,3,40.0
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,19.0,1,0,0,15,20,0,21,22,16,0,0,0,114,6,5,54.5
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,GK,33,1990,34.0,1,0,0,0,2,0,0,0,0,0,0,0,26,6,0,100.0
ITA-Serie A,2425,Fiorentina,Dodô,BRA,DF,25,1998,33.6,8,0,0,24,60,2,142,34,29,2,0,0,183,12,16,42.9
ITA-Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",22,2002,9.3,3,0,0,15,21,0,2,6,17,1,0,0,45,11,15,42.3
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",23,2000,11.7,3,0,0,16,25,0,12,17,17,0,0,0,64,13,17,43.3
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",26,1998,3.7,0,0,0,3,7,0,1,1,2,0,0,0,19,0,6,0.0
ITA-Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,25,1999,33.1,7,0,0,24,22,1,9,27,24,0,1,0,95,48,56,46.2
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",23,2001,20.7,6,0,0,31,48,4,7,5,10,1,0,0,59,32,53,37.6
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,28,1996,3.9,1,0,0,8,2,0,0,3,7,0,0,0,13,12,10,54.5
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,26,1997,14.4,3,1,1,26,7,0,1,12,13,0,0,1,73,25,11,69.4
ITA-Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,20,2003,1.6,0,0,0,4,0,0,2,1,8,0,1,0,5,3,4,42.9
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",26,1998,7.2,5,0,0,15,23,0,21,4,12,0,0,0,29,16,11,59.3
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004,1.4,0,0,0,1,2,0,6,2,1,0,0,0,6,2,0,100.0
ITA-Serie A,2425,Fiorentina,Moise Kean,ITA,FW,24,2000,29.1,5,0,0,40,51,56,8,5,5,0,1,0,52,51,48,51.5
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,10.7,0,0,0,8,14,0,27,5,10,0,0,0,46,1,4,20.0
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999,3.8,2,1,0,11,15,3,4,0,1,0,0,0,11,3,9,25.0
ITA-Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,30,1993,12.2,2,0,0,14,5,0,0,25,9,0,0,0,39,31,12,72.1
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,23.4,5,0,0,24,12,0,3,29,21,0,0,0,86,63,43,59.4
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8
ITA-Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994,27.0,6,0,0,24,23,9,63,18,31,0,0,0,69,71,43,62.3
